4471033024	충청남도 금산시
4472001011	충청남도 대덕시
4473025025	충청남도 연기시
4474031024	충청남도 공주시
4475003002	충청남도 논산시
4476031024	충청남도 부여시
4477025330	충청남도 서천시
4478035027	충청남도 보령시
4479033021	충청남도 청양시
4480032022	충청남도 홍성시
4481032027	충청남도 예산시
4482011024	충청남도 서산시
4482533026	충청남도 태안시
4483025327	충청남도 당진시
4485012030	충청남도 천원시
4505000000	전라북도 금산시
4511002200	전라북도 전주시
4513010800	전라북도 군산시
4514034027	전라북도 익산시
4515011700	전라북도 이리시
4517010400	전라북도 정주시
4518025023	전라북도 정읍시 
4519031028	전라북도 남원시
4521013000	전라북도 김제시
4571025301	전라북도 완주시
4572033024	전라북도 진안시
4573031026	전라북도 무주시
4574031023	전라북도 장수시
4575032023	전라북도 임실시
4576034023	전라북도 남원시
4577034033	전라북도 순창시
4578031027	전라북도 정읍시
4579032030	전라북도 고창시
4580035025	전라북도 부안시
4581038000	전라북도 김제시
4582012000	전라북도 옥구시
4583034021	전라북도 익산시
4601000100	전라남도 광주시
4602000100	전라남도 금성시
4603000000	전라남도 송정시
4605000000	전라남도 광산시
4611000200	전라남도 목포시
4613010200	전라남도 여수시
4615000000	전라남도 순천시
4617011500	전라남도 나주시
4619010400	전라남도 여천시
4621000000	전라남도 동광양시
4623000000	전라남도 광양시
4671000000	전라남도 담양시
4672000000	전라남도 곡성시
4673000000	전라남도 구례시
4674011000	전라남도 광양시
4675001000	전라남도 여천시
4676000000	전라남도 승주시
4677003510	전라남도 고흥시
4678033023	전라남도 보성시
4679003015	전라남도 화순시
4680003507	전라남도 장흥시
4681033000	전라남도 강진시
4682032031	전라남도 해남시
4683031026	전라남도 영암시
4684005003	전라남도 무안시
4685001028	전라남도 나주시
4686033027	전라남도 함평시
4687031025	전라남도 영광시
4688032022	전라남도 장성시
4689025303	전라남도 완도시
4690031021	전라남도 진도시
4691025023	전라남도 신안시
4702000000	경상북도 신안동시
4705000000	경상북도 영주시
4711011300	경상북도 포항시
4713000000	경상북도 경주시
4715011000	경상북도 김천시
4717031028	경상북도 안동시
4719025035	경상북도 구미시
4721033028	경상북도 영주시
4723031021	경상북도 영천시
4725012300	경상북도 상주시
4727000000	경상북도 점촌시
4728031021	경상북도 문경시
4729012600	경상북도 경산시
4771001011	경상북도 달성시
4772011032	경상북도 군위시
4773031038	경상북도 의성시
4774003504	경상북도 안동시
4775034033	경상북도 청송시
4776032034	경상북도 영양시
4777032021	경상북도 영덕시
4778004006	경상북도 영일시
4779014024	경상북도 월성시
4779533030	경상북도 경주시
4780011046	경상북도 영천시
4781004005	경상북도 경산시
4782012035	경상북도 청도시
4783025333	경상북도 고령시
4784031029	경상북도 성주시
4785032023	경상북도 칠곡시
4786035024	경상북도 금릉시
4787011030	경상북도 선산시
4788011024	경상북도 상주시
4789031031	경상북도 문경시
4790033029	경상북도 예천시
4791033029	경상북도 영풍시
4792037023	경상북도 봉화시
4793000000	경상북도 울진시
4794000000	경상북도 울릉시
4805000000	경상남도 창원시
4807003006	경상남도 동래시
4811012800	경상남도 창원시
4815001100	경상남도 마산시
4817025023	경상남도 진주시
4819010300	경상남도 진해시 
4821000000	경상남도 충무시
4822010200	경상남도 통영시
4823090200	경상남도 삼천포시
4824000000	경상남도 사천시
4825000000	경상남도 김해시
4827032021	경상남도 밀양시
4829000000	경상남도 장승포시
4831000000	경상남도 거제시
4833011500	경상남도 양산시 
4871031001	경상남도 진양시
4872034027	경상남도 의령시
4873032028	경상남도 함안시
4874025330	경상남도 창녕시
4875011003	경상남도 밀양시
4876004502	경상남도 양산시
4877037023	경상남도 울주시
4878001003	경상남도 김해시
4879000000	경상남도 의창시
4879532023	경상남도 창원시
4880034024	경상남도 통영시
4881034027	경상남도 거제시
4882035023	경상남도 고성시
4883035028	경상남도 사천시
4884037027	경상남도 남해시
4885038021	경상남도 하동시
4886033024	경상남도 산청시
4887032029	경상남도 함양시
4888034023	경상남도 거창시
4889032031	경상남도 합천시
4911010100	제주도 제주시
4913011900	제주도 서귀포시
